zip,eiaid,utility_name,state,service_type,ownership,comm_rate,ind_rate,res_rate
29803,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1201627004675387,0.07414842446255031,0.15979355632610115
29809,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1201627004675387,0.07414842446255031,0.15979355632610115
29039,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1201627004675387,0.07414842446255031,0.15979355632610115
29851,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1201627004675387,0.07414842446255031,0.15979355632610115
29828,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1201627004675387,0.07414842446255031,0.15979355632610115
29842,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1201627004675387,0.07414842446255031,0.15979355632610115
29037,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1201627004675387,0.07414842446255031,0.15979355632610115
29835,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1201627004675387,0.07414842446255031,0.15979355632610115
29839,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1201627004675387,0.07414842446255031,0.15979355632610115
29070,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1201627004675387,0.07414842446255031,0.15979355632610115
29042,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1201627004675387,0.07414842446255031,0.15979355632610115
29127,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1201627004675387,0.07414842446255031,0.15979355632610115
29129,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1201627004675387,0.07414842446255031,0.15979355632610115
29853,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1201627004675387,0.07414842446255031,0.15979355632610115
29804,162,Aiken Electric Coop Inc,SC,Bundled,Cooperative,0.1201627004675387,0.07414842446255031,0.15979355632610115
94501,207,Alameda Municipal Power,CA,Bundled,Municipal,0.19142160010273532,0,0.2189595317677775
94130,207,Alameda Municipal Power,CA,Bundled,Municipal,0.19142160010273532,0,0.2189595317677775
99772,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99559,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99754,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99747,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99552,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99778,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99620,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99684,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99585,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99783,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99752,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99662,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99769,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99784,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99748,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99756,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99760,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99632,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99581,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99785,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99745,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99604,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99554,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99739,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99730,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99650,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99576,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99753,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99750,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99590,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99558,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99761,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99765,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99763,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99563,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99666,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99771,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99770,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99758,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99742,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99749,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99665,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99589,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99630,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99602,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99655,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99578,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99658,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99651,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
99657,221,"Alaska Village Elec Coop, Inc",AK,Bundled,Cooperative,0.5456855401336564,0,0.6442308555022206
31707,230,Albany Utility Board,GA,Bundled,Municipal,0.10629324579926543,0,0.11171070086724763
31705,230,Albany Utility Board,GA,Bundled,Municipal,0.10629324579926543,0,0.11171070086724763
